Store,Phone,owner/manager's name,notes,Status,CONSOLIDATED_emails_valid,result,BEST_province,BEST_city,BEST_street,BEST_postal_code,INFO_email_status,emails/0,emails/1,email_found,domain,website,location/lat,location/lng,facebooks/0,instagrams/0,tiktoks/0,youtubes/0,
Doggywood Limited,403-229-3647,,Shop Closed,Dog Store,,,,AB,Calgary,616 - 1St Ave Ne,T2E 0B6,,,,NONE_FOUND,doggywoodlimited.com,,,,,,,
Dogs & Goddesses,416-533-7997,,,Dog Store,,,,ON,Toronto,193 Sorauren Ave,M6R 2E7,,,,UNREACHABLE,dogsandgoddesses.ca,,,,,,,
DogStar pet boutique,647-797-2248,Sony,,Dog Store,dogstarpetboutique@gmail.com,good,ok,ON,Toronto,Eglinton Ave W,M4R 1B2,good,dogstarpetboutique@gmail.com,,,dogstarpetboutique.com,,43.704955,-79.4078798,,https://www.instagram.com/dogstar_petboutique,,
DogWalkerWinnipeg & Inhome Nail Trim,431-792-1459,,,Dog Store,,,,MB,Winnipeg,800 Dovercourt Dr,R3Y 0R3,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=DogWalkerWinnipeg%20%26%20Inhome%20Nail%20Trim&query_place_id=ChIJx1I_JDN16lIRtXir38chTDg,49.8215504,-97.1948559,,,,
Dogwood Pet Mart Ltd,250-287-7405,,VM,Dog Store,dogwoodpetmart@shaw.ca,,,BC,Campbell River,223 B Dogwood St,V9W 2Y1,,,,dogwoodpetmart@shaw.ca,dogwoodpetmart.ca,,,,,,,
Dolce Dog Inc,,,,Dog Store,support@dolcedog.ca,,,ON,Scarborough,125 Village Green Square,M1S 0G3,,,,support@dolcedog.ca,dolcedog.ca,,43.7774576,-79.2811062,https://www.facebook.com/DOLCEdog.ca,https://www.instagram.com/dolcedog.ca,,
Doodle Dogs,403-225-8501,,,Dog Store,info@doodledogsyyc.com,,,AB,Calgary,143 - 755 Lake Bonavista Dr,T2J 0N3,,,,info@doodledogsyyc.com,momms.ca,,,,,,,
Doxie Limo Dog Spa,905-707-7772,,,Dog Store,"INFO@DLDOGSPA.COM, info@dldogspa.com",,,ON,Thornhill,99 Henderson Ave,L3T 2K9,,,,"INFO@DLDOGSPA.COM, info@dldogspa.com",dldogspa.com,,,,,,,
Elevation Dogs,780-832-0992,,,Dog Store,"eben@eyebytes.com, filler@godaddy.com, micah@micahrich.com",,,AB,Grand Prairie,724048 Rge Rd 40,T8X 4H6,,,,"eben@eyebytes.com, filler@godaddy.com, micah@micahrich.com",elevationdogs.ca,,,,,,,
Friday's Dog Holdings Inc,,,,Dog Store,,,,BC,Vancouver,1030 W Georgia St #710,,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Friday's%20Dog%20Holdings%20Inc&query_place_id=ChIJud31toFxhlQRBbl597-z7MA,,,,,,
Furever Doggy Salon,613-680-2222,,,Dog Store,,,,ON,Ottawa,"Unit 5, 1896 Prince of Wales Dr.",K2C 3W9,,,,NONE_FOUND,fur-ever.com,,,,,,,
Hair of the Dog,,,,Dog Store,,,,NL,Labrador City,118 Humphrey Rd.,A2V 2J8,,,,INVALID_URL,,"https://maps.google.com/maps?q=52.9470169,-66.8989435",,,,,,
Happy Hounds Doggie Day Care,902-429-1342,,,Dog Store,,,,NS,Halifax,6300 Lady Hammond Road Suite 500,B3K 2R6,,,,INVALID_URL,happyhoundsinhalifax.com,,,,,,,
It's A Ruff Life Dog,902-749-7833,,,Dog Store,,,,NS,South Ohio,1665 Hard Scratch Road,B5A 5J3,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.9054045,-66.0453724",,,,,,
Likewise Dog Hub,631-860-7257,,Wrong number. They have moved,Dog Store,,,,MB,Winnipeg,629 St Anne's Rd #94,R2M 5B1,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Likewise%20Dog%20Hub&query_place_id=ChIJfY8HfiV36lIRjcP-bXybrhA,49.830897,-97.0875032,,,,
Lisa's Doghouse,705-478-8844,Lisa,Spoke with Lisa. Wants to get details via email.,Dog Store,info@lisasdoghouse.ca,risky,ok,ON,North Bay,1452 Seymour Street,P1A 0C9,,,,info@lisasdoghouse.ca,lisasdoghouse.ca,,,,,,,
Long Live Cats and Dogs,604-336-3093,Nissan,Spoke with Spitfire (employee). Advised to send email. Email sent,Dog Store,longlivecatsanddogs@gmail.com,good,ok,BC,Vancouver,2425 E Hastings St,,,,,info@forpetssake.ca,forpetssake.ca,,,,,,,
Lucky Paws Pet Supply & Dog Wash,250-597-3647,,,Dog Store,,,,BC,Duncan,"4485 Trans Canada Highway, Suite B",V9L 6L8,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.7295134,-123.6388103",,,,,,
Me 'n Mom's Doggy Shop,604-855-1164,,,Dog Store,"Doggyshop@DoggyShopGrooming.com, Doggyshop@doggyshopgrooming.com",,,BC,Abbotsford,4 - 33550 S. Fraser Way,V2S 5G7,,,,"Doggyshop@DoggyShopGrooming.com, Doggyshop@doggyshopgrooming.com",doggyshopgrooming.com,,,,,,,
Mrs. Raw Dog Food,647-873-9880,,,Dog Store,mrsrawdogfood@gmail.com,,,ON,York,1657 Weston Rd,M9N 1V2,,,,mrsrawdogfood@gmail.com,mrsrawdogfood.ca,,43.6967081,-79.5084787,https://www.facebook.com/MRS-RAW-DOG-FOOD-103912301629202,https://www.instagram.com/mrs.rawdogfood,,
Mystery Sky's Doggy World,613-867-1683,,Voice Mail,Dog Store,,,,ON,Ottawa,740A Belfast Rd,K1G 3S2,,,,NO_WEBSITE,,,,,,,,
Nature's Own Dog Chews,416-492-2639,,,Dog Store,,,,ON,Scarborough,1420 Warden Ave.,M1R 5A3,,,,NONE_FOUND,naturesowndogchews.com,,43.7592643,-79.3006685,https://www.facebook.com/naturesowndogchews,https://www.instagram.com/naturesowndog,,
Neo-Paws Dog Shoes & Boots,"416-366-7297, 416-271-7297",,,Dog Store,NEOPAWS@NEOPAWS.COM,,,ON,East York,134R Gowan Ave,M4K 2C9,,,,NEOPAWS@NEOPAWS.COM,neopaws.com,,43.6887304,-79.3493287,https://www.facebook.com/neopaws,https://www.instagram.com/neopaws4life,,
Noble raw dog food,,,,Dog Store,,,,ON,North York,143 Millwick Dr,M9L 1Y7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Noble%20raw%20dog%20food&query_place_id=ChIJ5_UFQgw7K4gRi9vNdTyUyus,43.760223,-79.568905,,,,
Original Dog,,,number not allowed,Dog Store,contact@nourrircommelanature.com,,,,69440 Mornant,550 Rue du Capitaine François Garbit,,,,,contact@nourrircommelanature.com,nourrircommelanature.com,,,,,,,
ORO Dog Food,647-808-8117,,Does not sell cat litter,Dog Store,,,,ON,Toronto,3555 McNicoll Ave,M1V 5M9,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=ORO%20Dog%20Food&query_place_id=ChIJV88nOD3X1IkRX7y3deyKyn8,43.8231206,-79.249476,,,,
Our Dog & Company,905-713-3489,Mark,Spoke with Jen. Owner will be in the shop by Monday 10:30,Dog Store,aurora@ourdogandcompany.com,risky,catch_all,ON,Aurora,129 Pedersen Drive,L4G 0E3,risky,aurora@ourdogandcompany.com,,,ourdogandcompany.com,,,,,,,
Paw on Raw | Raw Dog Food | home delivery only,226-896-0008,,,Dog Store,"info@pawonraw.com, info@pawonraw.ca",,,ON,Mississauga,1075 Queensway E,L4Y 4C1,,,info@pawonraw.com,info@pawonraw.ca,pawonraw.ca,,43.5968878,-79.5836465,,https://www.instagram.com/pawonraw,,
"Pawscape | Pet supply, Dog bed/Cat Bed Canada | 24*7 Online Store",800-980-5174,,NA,Dog Store,,,,ON,Markham,7030 Woodbine Ave #500,L3R 6G2,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Pawscape%20%7C%20Pet%20supply%2C%20Dog%20bed%2FCat%20Bed%20Canada%20%7C%2024*7%20Online%20Store&query_place_id=ChIJyywBdjvT1IkR6sFcQNB7LPI,43.8142885,-79.350345,,,,
Planet Dog,416-690-7391,,,Dog Store,info@canspace.ca,,,ON,North York,1427 Kingston Road,M1N 1R4,,,,info@canspace.ca,planetdog.ca,,,,,,,
Professional dog food,416-890-1385,,,Dog Store,,,,ON,York,52 Forest Manor Rd,M2J 0E2,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Professional%20dog%20food&query_place_id=ChIJL0_KvYfPKogRWXTUZxiIBf4,43.77292,-79.3458895,,,,
RAW 101 - RAW Food For Dogs and Cats,647-350-2186,,,Dog Store,,,,ON,Toronto,2186 Queen St E,M4E 1E6,,,,UNREACHABLE,raw101.ca,,43.6721884,-79.2904601,,,,
Red Dog Black Cat Pet Products,587-609-6062,,VM,Dog Store,,,,AB,High River,55 8 Ave. SE,T1V 1E8,,,,UNREACHABLE,reddogpet.ca,,,,,,,
T-Dog Pet Boutique,647-509-8364,,,Dog Store,tdogpetboutique@gmail.com,good,ok,ON,Toronto,1233 Woodbine Ave,M4C 4E5,good,tdogpetboutique@gmail.com,,,t-dog.ca,,43.6929991,-79.3156776,,,,
That Dog Next Door,416-533-8363,,,Dog Store,,,,ON,Toronto,1230 Bloor St. W.,M6H 1N3,,,,UNREACHABLE,thatdognextdoor.com,,,,,,,
The Champion Dog's Club,778-865-8334,,,Dog Store,,,,BC,Burnaby,7658 Royal Oak Ave - Unit 102,V5J 4K3,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.214343,-122.988325",,,,,,
The Cottage Dog Pet Shop,705-734-4598,,,Dog Store,,,,ON,Coldwater,22 Coldwater Road,L0K1E0,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.7086655,-79.643806",,,,,,
The Dog Aisle,416-278-0455,,VM. Call back,Dog Store,,,,ON,Toronto,,,,,,INVALID_URL,wagsandwoofs.co,https://www.google.com/maps/search/?api=1&query=The%20Dog%20Aisle&query_place_id=ChIJ1zxO1yoU6YoRsjulQgHDRfw,43.7182412,-79.3780581,,,,
The Dog Bowl,416-645-2695,Michelle - manager,Spoke with Merideth. Has 3-4 litter brands but focus mainly on selling Dog Stuff,Dog Store,info@thedogbowl.ca,good,ok,ON,Toronto,984 Dundas St W,M6J 1W6,good,info@thedogbowl.ca,,,thedogbowl.ca,,43.6505641,-79.4151775,https://www.facebook.com/TheDogBowl,https://www.instagram.com/thedogbowlto,,
The Dog Company,902-835-8677,,,Dog Store,"info@thedogcompanyns.com, user@domain.com",,,NS,Hammonds Plains,94 Pockwock Rd,B4B 1M6,,,,"info@thedogcompanyns.com, user@domain.com",thedogcompanyns.com,,,,,,,
The Dog Dish & Friends,250-370-1124,,,Dog Store,,,,BC,Victoria,12 1516 Fairfield Road,V8S 1G1,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.412851,-123.338355",,,,,,
The Dog House and More,807-622-5228,Karen,Spoke to Faith. Will have Karen call us.,Dog Store,,,,ON,Thunder Bay,296 Brock ST E,P7E 4H4,,,,NONE_FOUND,thedoghouseandmore.com,,,,,,,
The Dog Idol,905-475-6788,,,Dog Store,info@thedogidol.com,,,ON,Markham,38 Buttonfield Road,L3R 9G8,,,,info@thedogidol.com,thedogidol.com,,,,,,,
The Dog Ranch,613-489-1838,,,Dog Store,,,,ON,North Gower,6361 Fourth Line Road,K0A 2T0,,,,UNREACHABLE,dogranchinc.ca,,,,,,,
The Dog Spot,289-235-7575,Wes,"Carolanne (employee), thedogspotgrimsby@gmail.com, ",Dog Store,,,,ON,Grimsby,#1 - 43 Main Street E.,L3M 1M7,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.19244,-79.558764",,,,,,
The Doghouse,709-726-9663,,,Dog Store,,,,NL,St. John's,204 Duckworth St,A1C 1G6,,,,UNREACHABLE,thedoghouse204.weebly.com,,,,,,,
THE DOGSPAWS,416-691-7778,,,Dog Store,,,,ON,Scarborough,1089 Kingston Rd Unit 8,M1N 4E4,,,,NONE_FOUND,the-dogspaws.myshopify.com,http://thedogspaws.ca/,43.6809875,-79.2824441,https://www.facebook.com/the.dogspaws2022,https://www.instagram.com/the.dogspaws,,
The Good Dog Collective Studio & Boutique,416-368-2275,,,Dog Store,"info@gooddogcollective.com, filler@godaddy.com, hello@rfuenzalida.com, impallari@gmail.com",,,ON,Toronto,489 KING STREET EAST Main Street Level,M5A 1L9,,,info@gooddogcollective.com,"filler@godaddy.com, hello@rfuenzalida.com, impallari@gmail.com",gooddogcollective.com,,43.6544785,-79.3600369,,https://www.instagram.com/gooddogcollective_com/,,
The Great Canadian Dog Cakes,604-506-9345,,,Dog Store,thegreatcanadiandogcakes@gmail.com,,,BC,Vancouver,965 Lakewood Dr,,,,,thegreatcanadiandogcakes@gmail.com,thegreatcanadiandogcakes.com,,,,,,,
The Healthy Dog Store,905-406-3647,,,Dog Store,"eben@eyebytes.com, fillmybowl@thehealthydogstore.ca",,,ON,Tottenham,17 Queen Street North,L0G 1W0,,,,"eben@eyebytes.com, fillmybowl@thehealthydogstore.ca",thehealthydogstore.ca,,,,,,,
The Top Dog Store,403-719-8262,,,Dog Store,thetopdogstore@gmail.com,,,AB,Calgary,5010 4Th Street Ne,T2K 5X8,,,,thetopdogstore@gmail.com,thetopdogstore.com,,,,,,,
Three Dog Bakery,604-737-3647,,,Dog Store,corby.lee@shaw.ca,,,BC,Vancouver,4348 Main St,,,,,corby.lee@shaw.ca,threedogvancouver.com,,,,,,,
Timmie Doggie Outfitters - Out of Business,416-594-9449,,,Dog Store,,,,ON,Toronto,700 King Street West,M5V 2Y6,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.6440604,-79.403314",,,,,,
Top Dog Boutique and Spa,905-882-1288,,,Dog Store,,,,ON,Richmond Hill,9184 Yonge St,L4C 7A1,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.8509206,-79.433599",,,,,,
Topline Dog Winnipeg,204-298-8483,,VM,Dog Store,,,,MB,Winnipeg,700 River Rd,R2M 4A2,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Topline%20Dog%20Winnipeg&query_place_id=ChIJj2MqxVR36lIR1-wCQO9l6Lw,49.8175433,-97.1158485,,,,
Travel Dog,,,,Dog Store,,,,ON,Mississauga,75 Eglinton Ave W,L5R 0E5,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Travel%20Dog&query_place_id=ChIJ2Wx_K21BK4gRKshTA9JF5vw,43.6058,-79.65468,,,,
True Carnivores - Raw Food For Cats & Dogs,604-267-3647,David,Spoke with Remi (employee). Owner is out of town for a few days. Advised to send an email. Email sent,Dog Store,Info@truecarnivores.com,good,risky,BC,Vancouver,5961 West Blvd,,,,,"Info@truecarnivores.com, info@truecarnivores.com",www.truecarnivores.com,,,,,,,
Urban Dog Spa Services,416-361-1037,,VM,Dog Store,,,,ON,Toronto,37 Parliament Street,M5A 2Y2,,,,UNREACHABLE,park9dogs.com,,,,,,,
VitaLife All Natural Dog Treats,877-646-8621,,,Dog Store,Vitalife.normerica@mineralstech.com,,,ON,Mississauga,1599 Hurontario St,L5G 4S1,,,,Vitalife.normerica@mineralstech.com,vitalifemadewithlove.com,,43.5671616,-79.5971263,http://www.facebook.com/vitalife.madewithlove,http://www.instagram.com/vitalife.madewithlove,,
Woofur Dog & Cat Services,416-238-7358,,,Dog Store,"info@woofur.ca, user@domain.com",,,ON,Richmond Hill,"1285 Elgin Mills Road W, Unit #3",L4S 0B5,,,,"info@woofur.ca, user@domain.com",woofur.ca,,,,,,,
Xolos Boutique and Dog Spa,236-545-2320,,VM,Dog Store,,,,BC,Vancouver,1273 Nanaimo St,,,,,,xolosdogspa.ca,,,,,,,
Zoomies Dog Daycare And Training Centre,778-397-3217,,,Dog Store,,,,BC,New Westminster,804 Agnes Street,V3M 5T8,,,,NONE_FOUND,zoomies.ca,,,,,,,
,,,,Dog Store,,,,,,,,,,,,,,,,,,,
Animal Cove,403-846-4466,,,Dead - Number Not Working,,,,AB,Rocky Mountain House,5123 50 St,T4T 1G7,,,,UNREACHABLE,animalcove.ca,,,,,,,
Balanced Paws Inc.,416-465-0892,,,Dead - Number Not Working,,,,ON,Toronto,12 Logan Avenue,M4M 2M8,,,,UNREACHABLE,balancedpaws.ca,,,,,,,
Beloved Pet,789-798-9815,,,Dead - Number Not Working,,,,BC,Richmond,3175 - 4000 NO. 3 ROAD,V6X 0J8,,,,NONE_FOUND,aberdeensquare.com,,,,,,,
Boabay,530-324-2655,,,Dead - Number Not Working,,,,ON,Toronto,Palmerston Blvd,M6G 2V7,,,,UNREACHABLE,boabay.net,,43.6584302,-79.4143153,,,,
Bone and Biscuit,587-294-3983,,,Dead - Number Not Working,,,,AB,Grande Prairie,"Unit 111, 13209 102 St.",T8X 0V5,,,,INVALID_URL,,"https://maps.google.com/maps?q=55.2002668,-118.7961795",,,,,,
Dixie's Pet Supplies,780-827-5051,,,Dead - Number Not Working,,,,AB,Grande Cache,1322 Shoppers Park Mall,T0E 0Y0,,,,INVALID_URL,,"https://maps.google.com/maps?q=53.888472,-119.116149",,,,,,
Elemental Canine,604-575-2614,,,Dead - Number Not Working,,,,BC,Surrey,"3 - 5723, 176 Street",V3S 4C9,,,,NONE_FOUND,elementalcanine.com,,,,,,,
Ferghus & Co,613-868-3932,,,Dead - Number Not Working,,,,ON,Kinburn,3765 Loggers Way Unit 107,K0A 2H0,,,,UNREACHABLE,ferghusandcompany.ca,,,,,,,
Gold Garden Pet Shop,416-321-8890,,,Dead - Number Not Working,,,,ON,Scarborough,4779 Steeles Ave E,M1V 5N1,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Gold%20Garden%20Pet%20Shop&query_place_id=ChIJh34qhgbU1IkRXFi5te_E4bw,43.8252353,-79.2983627,,,,
Heritage Pet & Garden,519-696-3647,,,Dead - Number not working,,,,ON,Ayr,2517 Fischer-Hallman Rd,N0B 1E0,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.350872542123035,-80.48137184155273",,,,,,
Hold My Paws Ltd.,647-352-7297,,,Dead - Number Not Working,,,,ON,Toronto,1365 Yonge Street,M4T 2P7,,,,UNREACHABLE,holdmypaws.com,,,,,,,
Inglewood Pet Food and Boutique,905-838-0100,,,Dead - Number Not Working,,,,ON,Caledon,15352 Hurontario St,L7C 2C3,,,,NONE_FOUND,inglewoodpetfood.ca,,,,,,,
Inter City Pet,807-623-5775,,,Dead - Number Not Working,,,,ON,Thunder Bay,899 Fort William Road,P7B 3A6,,,,INVALID_URL,,"https://maps.google.com/maps?q=48.4048221,-89.2408714",,,,,,
Jane Pet Food,416-766-8800,,,Dead - Number Not Working,,,,ON,Toronto,309 Jane Street,M6S 3Z3,,,,UNREACHABLE,janepetfood.com,,,,,,,
K9 Central Spa And Resort,289-274-7092,,,Dead - Number Not Working,contact@k9central.ca,,,ON,Bowmanville,2836 Holt Rd,L1C 3K4,,,,contact@k9central.ca,k9central.ca,,,,,,,
K9 Pawvengers Inc,705-294-9111,,,Dead - Number Not Working,,,,ON,Innisfil,313 Sunseeker Boulevard,L9S 2L3,,,,INVALID_URL,,"https://maps.google.com/maps?q=44.3895521,-79.5308371",,,,,,
Kafka's Organic,604-337-7463,,,Dead - Number Not Working,,,,BC,Vancouver,1370 E Georgia St,,,,,NONE_FOUND,kafkasorganic.com,,,,,,,
M.G.H. Variety,416-406-3582,,,Dead - Number Not Working,,,,ON,Toronto,1317 Danforth Ave,M4J 1M8,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=M.G.H.%20Variety&query_place_id=ChIJ9V5gVnvM1IkR_tO9T-P_koQ,43.6819345,-79.3295761,,,,
MaplePets,,,,Dead - Number Not Working,,,,ON,Etobicoke,36 Zorra St,M8Z 4Z7,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=MaplePets&query_place_id=ChIJIwqM-E03K4gRKO45YWIAEAE,43.619515,-79.5216443,,,,
Marta's Pet & Aquaria,416-242-2619,,,Dead - Number Not Working,,,,ON,York,2149 Weston Rd,M9N 1X8,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Marta's%20Pet%20%26%20Aquaria&query_place_id=ChIJa3xsHtswK4gR_dsKW_ZxyZ8,43.703037,-79.5244656,,,,
Menagerie Pet Shop,416-921-4966,,,Dead - Number Not Working,sasamanissekali1@gmail.com,,,ON,Toronto,549 Parliament St,M4X 1P7,,,,sasamanissekali1@gmail.com,menageriepetshop.com,,,,,,,
Mother Hubbard's Pet Food,604-385-1983,,,Dead - Number Not Working,,,,BC,Surrey,12823 Crescent Rd,V4P 1J6,,,,UNREACHABLE,mother-hubbard-crescent.business.site,,,,,,,
My Delikat,800-759-1839,,,Dead - Number Not Working,,,,ON,Hamilton,1070 Stonechurch Rd E Unit #46,L8W 3L3,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.1985633,-79.8426293",,,,,,
My Fluffy Friend's Pet Shop,604-733-1068,,,Dead - Number Not Working,,,,BC,Vancouver,1660 Cypress Street,V6J 5J1,,,,NONE_FOUND,myfluffyfriends.com,,,,,,,
Neighbourhood Pet,604-535-1399,,,Dead - Number Not Working,,,,BC,Surrey,E-1625 128 Street,V4A 3V2,,,,UNREACHABLE,neighbourhoodpetfood.ca,,,,,,,
Northern Pet Emporium,780-715-5976,,,Dead - Number Not Working,,,,AB,Fort McMurray,235 Mackay Crescent Bay #4,T9H 4T5,,,,NONE_FOUND,northernpetemporium.ca,,,,,,,
Orico Pet Supply,604-584-3859,,,Dead - Number Not Working,orico.cornerpet@gmail.com,,,BC,Surrey,9516 120 Street,V3V 4C1,,,,orico.cornerpet@gmail.com,oricopetsupply.com,,,,,,,
Pampered Pets,250-440-7112,,,Dead - Number Not Working,,,,BC,Grand Forks,6160 Darcy Road,V0H 1H4,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.0204147,-118.4143776",,,,,,
Patch's Pups & Curls,416-651-8699,,,Dead - Number Not Working,,,,ON,Toronto,1664 St. Clair Ave W,M6N 1H8,,,,UNREACHABLE,patchspupsandcurls.com,,,,,,,
Paw Plus Pet Supply,236-982-1079,,,Dead - Number Not Working,,,,BC,Richmond,6533 Buswell Street #120,V6Y 2G9,,,,INVALID_URL,,"https://maps.google.com/maps?q=49.1660123,-123.1339796",,,,,,
Paw Trust,647-921-2175,,,Dead - Number Not Working,,,,ON,Scarborough,79 Conn Smythe Dr,M1J 3P6,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Paw%20Trust&query_place_id=ChIJO1qJiGDR1IkRAwrSECozZ5M,43.7430661,-79.224699,,,,
Pawpular,647-702-4043,,,Dead - Number Not Working,,,,ON,East York,30 Dohme Ave,M4B 1Y9,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Pawpular&query_place_id=ChIJOe4S07XN1IkRoaQXzeF-5DE,43.7134359,-79.3154299,,,,
Paws Pets & Accessories,403-652-3300,,,Dead - Number Not Working,,,,AB,High River,Bay D 2003 10 Ave Se,T1V 2A6,,,,INVALID_URL,,"https://maps.google.com/maps?q=50.573179,-113.835408",,,,,,
PawsPlate,,,,Dead - Number Not Working,,,,ON,Scarborough,140 Finchdene Square Unit 11,M1X 1B1,,,,NONE_FOUND,pawsplate.com,,43.8188005,-79.2339251,,,,
Pawty Time Pet Club,905-604-6797,,,Dead - Number Not Working,,,,ON,Markham,4441 Hwy 7,L3R 1M1,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.860775,-79.311208",,,,,,
PawzCo Pet Shop,416-350-9999,,,Dead - Number Not Working,,,,ON,Toronto,867 Dundas Street West,M6J 1V6,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.6512331,-79.4106331",,,,,,
Peninsula Pet Supplies,519-793-4023,,,Dead - Number Not Working,"bpeninsulapetsupplies@gmail.com, info@peninsulapetsupplies.com",,,ON,Lion's Head,2825 Hwy #6,N0H 1W0,,,,"bpeninsulapetsupplies@gmail.com, info@peninsulapetsupplies.com",peninsulapetsupplies.com,,,,,,,
Pet Supplies Canada,315-221-3668,,,Dead - Number Not Working,"info@petsuppliescanada.com, Support@petsuppliescanada.com",,,ON,Etobicoke,1255 The Queensway,M8Z 1S2,,,info@petsuppliescanada.com,Support@petsuppliescanada.com,petsuppliescanada.com,,43.6211407,-79.5251052,,,,
PetEureka,782-234-9726,,,Dead - Number Not Working,,,,ON,Toronto,320 Bay St.,M5H 4A6,,,,NONE_FOUND,peteureka.com,,43.6495662,-79.3809606,,,,
Petique Boutique,416-286-5673,,,Dead - Number Not Working,,,,ON,Scarborough,166 Bennett Rd Unit B,M1E 3Y3,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Petique%20Boutique&query_place_id=ChIJF6NeYXrb1IkRgnEn9oh_5Lw,43.7720308,-79.166884,,,,
PetMe Animal Boutique,416-737-4710,,wrong number,Dead - Number Not Working,,,,ON,Toronto,"274 Avenue Rd, Toronto",M4V 2G7,,,,UNREACHABLE,petmeboutique.ca,,,,,,,
PP Pet Midtown,647-393-6865,,,Dead - Number Not Working,,,,ON,Toronto,2299 Yonge Street,M4P 2C6,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.7077204,-79.3982025",,,,,,
PUP & PLANET,416-871-4380,,,Dead - Number Not Working,,,,ON,Toronto,1561 Dundas St W,M6K 1T9,,,,UNREACHABLE,pupandplanet.com,,43.6495002,-79.4338885,,,,
Puppystore,437-254-8751,,,Dead - Number Not Working,,,,ON,Scarborough,400 McLevin Ave,M1B 5J4,,,,INVALID_URL,,https://www.google.com/maps/search/?api=1&query=Puppystore&query_place_id=ChIJ16kAX7nR1IkRbagVd-TF7m8,43.8098877,-79.2219836,,,,
Ryans Raw Inc,905-990-4455,,,Dead - Number Not Working,impallari@gmail.com,,,ON,Mississauga,981 Lakeshore Rd E,L5E 1E5,,,,impallari@gmail.com,ryansraw.com,,,,,,,
Shop Happy Paws Now,438-299-8987,,,Dead - Number Not Working,,,,ON,Etobicoke,4208 Dundas St W,M8X 0B1,,,,UNREACHABLE,shophappypawsnow.com,,43.660432,-79.5115415,,,,
Super Teddy Inc.,647-869-1961,,Wrong number,Dead - Number Not Working,,,,ON,Toronto,3700 Midland Avenue Unit 123,M1V 4V3,,,,INVALID_URL,,"https://maps.google.com/maps?q=43.816447,-79.294088",,,,,,
Sweetie Paw Pets,905-294-8212,,VM,Dead - Number Not Working,info@sweetiepawpets.ca,,,ON,Markham,3330 Bur Oak Ave,L6B 1P4,,,,info@sweetiepawpets.ca,sweetiepawpets.ca,,,,,,,
